haltestelle;gps_x;gps_y;anfragen_durchschnittsmonat
Frankfurt (Main) Elektronstraße;8.598172;50.096528;1300
Frankfurt (Main) Leverkuser Straße;8.545432;50.098199;1300
Bad Kreuznach, Bahnhof;7.865971;49.842614;1300
Hünfeld Bahnhof;9.762924;50.67324;1300
Frankfurt (Main) Südbahnhof/Mörfelder Landstraße;8.687513;50.098747;1300
Frankfurt (Main) Flughafen Tor 2;8.593616;50.052747;1200
Frankfurt (Main) Gelastraße;8.734735;50.141372;1200
Frankfurt (Main) Ludwig-Fulda-Weg;8.631304;50.177356;1200
Griesheim Wagenhalle;8.566172;49.861202;1200
Maintal-Dörnigheim Alter Friedhof;8.836633;50.132344;1200
Frankfurt (Main) Engelthaler Straße;8.681139;50.149373;1200
Frankfurt (Main) Rottweiler Platz;8.660088;50.101108;1200
Offenbach (Main)-Bieber Erich-Ollenhauer-Straße;8.795474;50.085458;1200
Frankfurt (Main) Großer Hasenpfad Süd;8.684683;50.091072;1200
Frankfurt (Main) Eissporthalle Nordeingang;8.718485;50.124926;1200
Hattersheim (Main) Danziger Straße;8.50128;50.071955;1200
Frankfurt (Main) Flughafen Tor 32;8.587553;50.026179;1200
Darmstadt Jahnstraße;8.667484;49.861698;1200
Glauburg-Glauberg Glauburg-Glauberg Bf;8.995804;50.313051;1200
Bingen, Hauptbahnhof;7.883673;49.9688;1200
Frankfurt (Main) Käthe-Kruse-Straße;8.637695;50.178285;1200
Frankfurt (Main) Engelsruhe;8.536551;50.114751;1200
Steinbach (Taunus) Berliner Straße/Hochhaus;8.583762;50.164376;1200
Frankfurt (Main) Friedhof Bornheim;8.701991;50.136213;1200
Maintal-Bischofsheim Turnhalle;8.796429;50.14716;1200
Gelnhausen-Haitz-Höchst Bahnhof;9.227038;50.209348;1200
Kelsterbach Gesamtschule;8.536192;50.058777;1200
Frankfurt (Main) Genfer Straße;8.657508;50.191439;1200
Frankfurt (Main) Zum Brommenhof;8.700188;50.105668;1200
Kelsterbach Im Taubengrund;8.546241;50.050238;1200
Maintal-Bischofsheim Taunusstraße;8.792259;50.14597;1200
Hamburg Hbf;10.006847;53.552378;1100
Frankfurt (Main) Erzbergerstraße;8.614005;50.094181;1100
Offenbach (Main)-Tempelsee Stadthalle;8.77725;50.082052;1100
Weimar-Niederweimar Bahnhof;8.733992;50.756945;1100
Darmstadt-Eberstadt Wartehalle;8.644268;49.820805;1100
Neu-Isenburg Friedrichstraße;8.695236;50.050998;1100
Frankfurt (Main) Holzhausen-Park;8.676832;50.127138;1100
Frankfurt (Main) Deutschherrnbrücke;8.704335;50.105234;1100
Frankfurt (Main) Gaugrafenstraße;8.595774;50.123333;1100
Frankfurt (Main) Briefzentrum;8.635116;50.0929;1100
Frankfurt (Main) Hellerhofschule;8.639672;50.106014;1100
Frankfurt (Main) Heiligenstock/Lohrberg;8.717868;50.155422;1100
Flörsheim (Main) Bahnhof Nordseite;8.430018;50.017149;1100
Bad Homburg v.d.H.-Kirdorf Eichenstahl;8.599866;50.243079;1100
Frankfurt (Main) Zum Apothekerhof;8.697912;50.105231;1100
Frankfurt (Main) Siedlung Taunusblick;8.497695;50.100969;1100
Frankfurt (Main) Erlenseer Straße;8.759167;50.157922;1100
Frankfurt (Main) Weismüllerstraße West;8.733375;50.117868;1100
Frankfurt (Main) Habelstraße;8.644191;50.156476;1100
Frankfurt (Main) Sebastian-Kneipp-Straße;8.641083;50.169889;1100
Frankfurt (Main) Sportanlage Rebstock;8.604903;50.109115;1100
Kelsterbach Mainhöhe;8.514955;50.055371;1100
Maintal-Bischofsheim Mitte;8.804797;50.151975;1100
Friedrichsdorf-Burgholzhausen Bahnhof;8.677094;50.257765;1100
Steinbach (Taunus) Birkenweg;;;1100
Bad Homburg v.d.H. Feldbergstraße;8.606791;50.223485;1100
Frankfurt (Main) Zuckschwerdt-/Bauhofstraße;8.551735;50.104238;1100
Frankfurt (Main) Glockengasse;8.674399;50.200442;1100
Darmstadt Roßdörfer Platz;8.662724;49.868957;1100
Frankfurt (Main) Am Sandberg;8.700315;50.094233;1000
Offenbach (Main)-Zentrum Bahnüberführung Waldstr.;8.765815;50.100299;1000
Frankfurt (Main) Kreisel Unterschweinstiege;8.588391;50.057057;1000
Frankfurt (Main) Hans-Böckler-Straße;8.534578;50.114199;1000
Bad Hersfeld Bahnhof;9.716479;50.869798;1000
Frankfurt (Main) Am Rebenborn;8.748506;50.152199;1000
Frankfurt (Main) Saonestraße;8.633457;50.082413;1000
Hanau Rosenau;8.902632;50.140293;1000
Brechen-Oberbrechen Bahnhof;8.187775;50.354515;1000
Worms, Hauptbahnhof;8.35707;49.635346;1000
Darmstadt Rhönring;8.651563;49.884443;1000
Frankfurt (Main) Westerbachsiedlung;8.580647;50.123751;1000
Erlensee-Rückingen LIMES-Kreisel;8.979137;50.154599;1000
Frankfurt (Main) Astrid-Lindgren-Schule;8.663227;50.137833;1000
Maintal-Bischofsheim Gerhart-Hauptmann-Straße;8.815187;50.151848;1000
Maintal-Bischofsheim Alt-Bischofsheim;8.808591;50.151451;1000
Frankfurt (Main) Heizkraftwerk Niederrad;8.628092;50.084479;1000
Frankfurt (Main) Flughafen Geb. 587;8.583872;50.024873;1000
Hanau Marktplatz;8.917709;50.132602;1000
Dreieich-Sprendlingen Mitte;8.696322;50.021702;1000
Frankfurt (Main) Waldau/Goldsteinstraße;8.610564;50.08245;1000
Offenbach (Main)-Senefelderquartier Friedensstraße;8.766624;50.097864;1000
Eschborn Hamburger Straße;8.567245;50.139026;1000
Maintal-Dörnigheim Frankfurter Straße;8.842612;50.132303;1000
Dreieich-Sprendlingen Rathaus;8.695423;50.018143;1000
Hanau-Wolfgang Argonnerpark;8.958039;50.118003;1000
Offenbach (Main)-Bürgel Hessenstraße;8.785347;50.119436;1000
Maintal-Bischofsheim Thomas-Mann-Straße;8.8079;50.145826;1000
Griesheim Kantstraße;8.57376;49.862255;1000
Frankfurt (Main) August-Siebert-Straße;;;1000
Hanau Gustav-Adolf-Straße;8.909034;50.138986;900
Neu-Isenburg-Gravenbruch Nachtigallenstraße;8.755884;50.057562;900
Frankfurt (Main) Pferdskopfweg;8.501613;50.101206;900
Maintal-Hochstadt Wachenbucher Straße;8.840298;50.155175;900
Frankfurt (Main) Thea-Rasche-Straße;8.590354;50.055302;900
Frankfurt (Main) Kleyerstraße;8.629859;50.09705;900
Neu-Isenburg Taunusstraße;8.685549;50.051598;900
Offenbach (Main)-Zentrum Ludwigstraße/Ledermuseum;8.753771;50.103677;900
Frankfurt (Main) Kirche Zeilsheim;8.492844;50.095005;900
Frankfurt (Main) Max-Planck-Institut/FIZ;8.632785;50.175055;900
Frankfurt (Main) Cohausenstraße;8.644027;50.159739;900
Sulzbach (Taunus) Finkenweg;8.52329;50.127526;900
Offenbach (Main)-Hafen Inselsteg;8.750253;50.112259;900
Offenbach (Main)-Hafen Carl-Ulrich-Brücke;8.753666;50.111956;900
Bad Homburg v.d.H. Gesamtschule;8.598538;50.239873;900
Frankfurt (Main) Waldspielpark Louisa;8.66701;50.087458;900
Hattersheim (Main) Hessendamm;8.487312;50.071237;900
Frankfurt (Main) Annette-Kolb-Weg;8.628572;50.178539;900
Frankfurt (Main) Flughafen Tor 20;8.56552;50.049745;900
Bad Homburg v.d.H.-Dornholzhausen Lindenallee;8.586724;50.239697;900
Bad Soden (Taunus)-Neuenhain Sandwiese;8.487865;50.158433;900
Wiesbaden Sedanplatz;8.229107;50.082859;900
Neu-Isenburg Bahnhofstraße/Fußgängerzone;8.695231;50.052787;900
Darmstadt Am Karlshof;8.665806;49.882103;900
Bad Homburg v.d.H.-Kirdorf Kirdorfer Kreuz;8.609304;50.240077;900
Frankfurt (Main) Am Gabelacker;8.663638;50.164118;900
Frankfurt (Main) Stadtbahnzentralwerkstatt;8.596884;50.140904;900
Wetzlar Bahnhof/ZOB;8.502625;50.565125;900
Wächtersbach Busbahnhof;9.295379;50.254306;900
Offenbach (Main)-Rumpenheim Ernst-Reuter-Schule;8.793308;50.126315;900
Frankfurt (Main) Dreihäusergasse;8.655993;50.161573;900
Darmstadt Landskronstraße;8.646611;49.853179;900
Mühlheim (Main) Bahnhof Südseite;8.837503;50.119044;900
Steinbach (Taunus) Berliner-/Frankfurter Straße;8.582073;50.167094;900
Hattersheim (Main) Südring Mitte;8.498893;50.069845;900
Mainz, Hbf West/Taubertsbergb.;8.258578;49.999604;900
Weilburg Bahnhof;8.267829;50.486378;900
Frankfurt (Main) Marktplatz Bergen;8.758898;50.158694;900
Bad Orb Busbahnhof;9.347806;50.229263;900
Frankfurt (Main) Flughafen Parkhaus P53;8.545685;50.045503;900
Rüdesheim (Rhein)-Assmannshausen Bahnhof;7.867397;49.985367;900
Frankfurt (Main) Flughafen Geb. 556;8.576555;50.022977;900
Frankfurt (Main) Camberger Straße;8.651306;50.09883;800
Frankfurt (Main) Im Mainfeld;8.640748;50.090171;800
Dreieich-Sprendlingen Bürgerhaus;8.689487;50.023933;800
Maintal-Hochstadt Bürgerhaus;8.833781;50.152195;800
Maintal-Wachenbuchen Brucknerstraße;8.854721;50.165928;800
Darmstadt Schulstraße;8.656613;49.870295;800
Frankfurt (Main) Löwengasse;8.7176;50.128048;800
Darmstadt TU-Lichtwiese/Campus;8.681092;49.862151;800
Frankfurt (Main) Alt-Schwanheim;8.582551;50.087226;800
Frankfurt (Main) Schwanheimer Wald;8.577365;50.073915;800
Frankfurt (Main) Barbarossastraße/Riedschule;8.761253;50.14649;800
Hofheim am Taunus-Diedenbergen Rathaus;8.419961;50.061513;800
Frankfurt (Main) Märchensiedlung;8.504089;50.094254;800
Kelsterbach Rathaus;8.532945;50.060687;800
Büttelborn-Klein-Gerau Bahnhof;8.516254;49.919959;800
Griesheim Flughafenstraße;8.588256;49.864236;800
Darmstadt-Kranichstein Siemensstraße;8.680287;49.896326;800
Griesheim Sankt Stephan;8.579628;49.863117;800
Bad Homburg v.d.H. Triftstraße;8.60036;50.232535;800
Neu-Isenburg-Gravenbruch Dreiherrnsteinplatz;8.750965;50.059627;800
Offenbach (Main)-Lauterborn Anton-Bruckner-Straße;8.75595;50.08335;800
Auerbach, Bahnhof;8.613374;49.701853;800
Frankfurt (Main) Senckenbergmuseum;8.652712;50.117048;800
Frankfurt (Main) Burnitzstraße;8.673302;50.097158;800
Ehringshausen Bahnhof;8.384017;50.595092;800
Neu-Isenburg Gehespitz Mitte;8.655531;50.05323;800
Frankfurt (Main) Deutsche Bundesbank;8.659895;50.136295;800
Frankfurt (Main) Graf-Vollrath-Weg;8.595271;50.129121;800
Frankfurt (Main) Bettinaplatz;8.656816;50.114013;800
Frankfurt (Main) Sportzentrum Kalbach;8.650107;50.186792;800
Frankfurt (Main) Haus Nidda;8.66755;50.18331;800
Mörfelden-Walldorf-Walldorf Am Wildzaun;8.578712;50.012583;800
Lorch Bahnhof;7.813003;50.040168;800
Fronhausen Bahnhof;8.699143;50.706116;800
Frankfurt (Main) Pfeiferstraße;8.6551;50.143653;800
Mainz, Universität;8.246826;49.996768;800
Frankfurt (Main) Einbiglerweg;8.772067;50.120068;800
Frankfurt (Main) Gundhofstraße;8.647292;50.079111;800
Frankfurt (Main) Bechtenwaldstraße;8.503915;50.099571;800
Maintal-Wachenbuchen Raiffeisenstraße;8.856381;50.167684;800
Frankfurt (Main) In der Schildwacht;8.592848;50.096504;800
Frankfurt (Main) Leuchte/Rangenbergstraße;8.762317;50.143463;800
Frankfurt (Main) Wilhelm-Flögel-Ring;8.664955;50.20001;800
Grünberg Bahnhof;8.959777;50.596567;800
Frankfurt (Main) Voltenseestraße;8.749519;50.145836;800
Bad Homburg v.d.H.-Ober-Erlenbach Erlenbach-Halle;8.679039;50.226054;800
Frankfurt (Main) Nordring/Haingasse;8.754734;50.158897;800
Offenbach (Main)-Bürgel Bürgerplatz;8.783487;50.117918;800
Frankfurt (Main) Altkönigstraße;8.665471;50.120848;800
Neu-Isenburg-Gravenbruch Stieglitzstraße;8.745742;50.061023;800
Bad Soden (Taunus) Rosenthalstraße;8.508574;50.137422;800
Butzbach-Kirch-Göns Bahnhof;8.666629;50.473264;700
Frankfurt (Main) Plieningerstraße;8.668376;50.133631;700
Darmstadt Bessunger Straße;8.646857;49.858064;700
Mörfelden-Walldorf-Mörfelden Zillering;8.558439;49.980627;700
Frankfurt (Main) Heinrich-Bingemer-Weg;8.759603;50.154687;700
Frankfurt (Main) Ziegenhainer Straße;8.669193;50.152028;700
Friedberg (Hessen)-Dorheim Bahnhof;8.791473;50.35238;700
Offenbach (Main)-Musikerviertel Klinikum Offenbach;8.75666;50.096194;700
Bad Vilbel Kurhaus;8.739162;50.182611;700
Hanau Leimenstraße;8.921845;50.131961;700
Bad Homburg v.d.H.-Kirdorf Kirdorfer Straße;8.610213;50.234281;700
Frankfurt (Main) Niedenau;8.667276;50.116727;700
Frankfurt (Main) Lahmeyerstraße;8.742564;50.13185;700
Rüsselsheim Liebigstraße;8.439781;49.980727;700
Kelsterbach Mönchhof;8.484485;50.034571;700
Frankfurt (Main) Jakobsbrunnenstraße;8.765134;50.126204;700
Bad Homburg v.d.H. Markt;8.612065;50.228924;700
Haiger Bahnhof;8.22199;50.741118;700
Frankfurt (Main) An der Kreuzheck;8.574636;50.082356;700
Frankfurt (Main) Hugo-Junkers-Straße/Schleife;8.754251;50.125996;700
Neu-Isenburg Siemens-/Dornhofstraße;8.676538;50.046057;700
Wiesbaden Bleichstraße;8.229475;50.080554;700
Saarbrücken Hbf;6.991007;49.241219;700
Sulzbach (Taunus) Siedlung;8.520493;50.137297;700
Darmstadt Taunusplatz;8.664524;49.880345;700
Mörfelden-Walldorf-Walldorf Friedhof;8.570542;50.008768;700
Frankfurt (Main) Heinrich-Kromer-Schule;8.625903;50.165328;700
Mainz, Höfchen;;;700
Frankfurt (Main) Kirschbaumweg;8.605195;50.126296;700
Friedrichsdorf-Köppern Linde;8.650676;50.274941;700
Neu-Isenburg Goethestraße;8.680561;50.053149;700
Offenbach (Main)-Bürgel Alicestraße;8.783582;50.115517;700
Frankfurt (Main) Flughafen Gebäude 681;8.589191;50.02925;700
Liederbach (Taunus)-Niederhofheim Heidesiedlung;8.488028;50.129395;700
Neu-Isenburg An der Gehespitz West;8.647327;50.050562;700
Wiesbaden-Erbenheim Bahnhof;8.29518;50.054551;700
Frankfurt (Main) Dielmannstraße;8.699149;50.097385;700
Frankfurt (Main) Silostraße Mitte;8.52488;50.099528;700
Gießen Licher Straße;8.697126;50.581615;700
Reichelsheim (Wetterau)-Beienheim Bahnhof;8.820704;50.358971;700
Frankfurt (Main) Wilhelm-Fay-Straße Nord;8.576335;50.13178;700
Darmstadt Heinrichstraße;8.655934;49.866497;700
Wiesbaden Dürerplatz;8.225295;50.085857;700
Offenbach (Main)-Musikerviertel Humboldtstraße;8.769074;50.091198;700
Alsfeld Bahnhof;9.264459;50.751157;700
Biebergemünd-Wirtheim Bahnhof;9.258474;50.22582;700
Bad Homburg v.d.H. Schleußnerstraße;8.614446;50.22303;700
Frankfurt (Main) Jungmannstraße;8.60545;50.09101;700
Frankfurt (Main) Schwanheimer Straße;8.638046;50.088091;600
Kronberg (Taunus) Berliner Platz;8.511322;50.179468;600
Frankfurt (Main) Kelsterbacher Straße;8.643494;50.089286;600
Sulzbach (Taunus) Mitte;8.527065;50.133934;600
Wetzlar-Dutenhofen Bahnhof;8.598369;50.56414;600
Offenbach (Main)-Kaiserlei Warschauer Straße;8.734582;50.106974;600
Offenbach (Main)-Buchhügel Theodor-Heuss-Schule;8.78042;50.092919;600
Darmstadt Kongresszentrum darmstadtium;8.656346;49.873733;600
Karben-Petterweil Sporthalle;8.720952;50.24193;600
Frankfurt (Main) Flughafen Geb. 536;8.562072;50.026699;600
Frankfurt (Main) Schweizer Str./Mörfelder Landstr.;8.684454;50.096924;600
Offenbach (Main)-Kaiserlei Kaiserlei Westseite;8.73663;50.105747;600
Frankfurt (Main) Am Schwalbenschwanz;8.656435;50.148701;600
Frankfurt (Main) Bergkirche;8.696521;50.088568;600
Raunheim West;8.439394;50.009279;600
Friedrichsdorf Wilhelmstraße;8.63685;50.252855;600
Hofheim am Taunus-Marxheim Amselweg;8.437303;50.07493;600
Aßlar Bahnhof;8.462756;50.588664;600
Frankfurt (Main) Kiesschneise;8.617891;50.076496;600
Frankfurt (Main) An der Bornhohl;8.66704;50.197174;600
Bad Homburg v.d.H. Höhestraße;8.611689;50.232088;600
Griesheim Hans-Karl-Platz/Am Markt;8.560647;49.860408;600
Frankfurt (Main) Mecklenburger Straße;8.705514;50.207182;600
Reichelsheim (Wetterau) Bahnhof;8.873695;50.359224;600
Eschborn Sossenheimer Straße;8.564275;50.132596;600
Darmstadt Eschollbrücker Straße;8.646926;49.865088;600
Gelnhausen Busbahnhof;9.188558;50.196747;600
Offenbach (Main)-Tempelsee Waldschule;8.790901;50.084852;600
Darmstadt-Arheilgen Löwenplatz;8.657665;49.910995;600
Hanau Klein-Auheim Bahnhof;8.934712;50.100916;600
Darmstadt-Kranichstein Borsdorffstraße;8.674212;49.896381;600
Hattersheim (Main) Hofheimer Straße;8.478789;50.072139;600
Bad Homburg v.d.H.-Ober-Erlenbach Holzweg;8.681657;50.222105;600
Steinbach (Taunus) Berliner Straße/Bahnstraße;8.578149;50.169327;600
Offenbach (Main)-Bürgel Hans-Böckler-Siedlung;8.790374;50.124053;600
Offenbach (Main)-Westend August-Bebel-Ring;8.745783;50.102293;600
Offenbach (Main)-Lauterborn Lauterbornschule;8.759229;50.085519;600
Hanau-Klein-Auheim Friedhof;8.930414;50.095802;600
Wabern Bahnhof;9.35804;51.103134;600
Frankfurt (Main) Flughafen Geb. 555;8.571782;50.023134;600
Darmstadt Lincoln-Siedlung;8.646289;49.848127;600
Frankfurt (Main) Höhenblick;8.655335;50.147034;600
Frankfurt (Main) Erntestraße;8.638634;50.094386;600
Offenbach (Main)-Kaiserlei Kaiserlei Ostseite;8.740838;50.105472;600
Langen (Hessen) Lutherplatz;8.675336;49.989396;600
Offenbach (Main)-Westend Deutscher Wetterdienst;8.749695;50.102652;600
Offenbach (Main)-Rumpenheim Kurhessenplatz;8.797301;50.129527;600
Hanau Paul-Ehrlich-Straße;8.928348;50.141553;600
Bad Homburg v.d.H. Hochtaunusklinik;8.618812;50.214122;600
Ginsheim-Gustavsburg-Ginsheim Bouguenais-Allee;8.340901;49.975589;600
Obertshausen Vogelsbergstraße;8.844241;50.067251;600
Frankfurt (Main) Friedhof Fechenheim;8.772571;50.119983;600
Nidda-Ober-Widdersheim Häuserhof Bahnhof;8.939339;50.418957;600
Mörfelden-Walldorf Okrifteler Straße;8.567796;50.004631;600
Mörfelden-Walldorf-Walldorf Vitrolles-Ring;8.565999;49.998974;600
Offenbach (Main)-Tempelsee Wilhelm-Schramm-Straße;8.783437;50.083845;600
Darmstadt-Eberstadt Modaubrücke;8.644028;49.817066;600
Frankfurt (Main) Kettenhofweg;8.658331;50.116251;600
Mainz, Höfchen / Listmann;8.27214;50.000081;600
Langen (Hessen) Leukertsweg;8.672951;49.984157;600
Frankfurt (Main) Alter Friedhof Schwanheim;8.572188;50.089817;600
Bad Homburg v.d.H. Europakreisel;8.627606;50.221837;600
Darmstadt-Kranichstein Bahnhof;8.67837;49.905317;600
Langen (Hessen) Wilhelmstraße;8.676548;49.983182;600
Weiterstadt Sudetenstraße;8.595068;49.902043;600
Offenbach (Main)-Rumpenheim Marstallstraße;8.799838;50.131643;600
Wiesbaden-Auringen-Medenbach Bahnhof;8.332313;50.11446;600
Frankfurt (Main) Sonnenweg;8.615871;50.087048;600
Darmstadt-Eberstadt Frankenstein;8.645516;49.807706;600
Neu-Isenburg Bahnhof Ostseite;8.666037;50.053413;600
Langenselbold Markt am Ring;9.034477;50.182731;600
Frankfurt (Main) Roter Graben;8.776018;50.13806;600
Frankfurt (Main) Schule Am Hang;8.753837;50.152211;600
Laubenheim, Bahnhof;8.313341;49.960994;600
Dreieich-Sprendlingen Süd;8.69332;50.014146;500
Bonn Hbf;7.097272;50.731928;500
Oberursel (Taunus) An der Heide;8.57216;50.195004;500
Karben-Groß-Karben Friedhof;8.771408;50.235199;500
Offenbach (Main)-Waldheim Eibenweg;8.811189;50.109875;500
Buseck-Großen-Buseck Bahnhof;8.782971;50.605728;500
Dortmund Hbf;7.45888;51.51806;500
Rüsselsheim Teufelseestraße;8.42945;49.985054;500
Darmstadt Klinikum;8.647762;49.875808;500
Frankfurt (Main) Hauptbahnhof/Karlstraße;8.66361;50.109146;500
Lauterbach (Hessen) Nordbahnhof;9.40691;50.643408;500
Frankfurt (Main) Unterweg;8.684345;50.119237;500
Frankfurt (Main) Flughafen Geb. 534;8.560011;50.026161;500
Darmstadt-Eberstadt Friedhof;8.6462;49.811303;500
Frankfurt (Main) Gymnasium Westhausen;8.609743;50.140588;500
Frankfurt (Main) Sontraer Straße;8.742365;50.128434;500
Gießen Philosophikum;8.697098;50.574999;500
Kelsterbach Graf-de-Chardonnet-Platz;8.520054;50.059353;500
Darmstadt Kasinostraße;8.643252;49.875038;500
Wölfersheim-Södel Bahnhof;8.816051;50.397399;500
Niddatal-Assenheim Bahnhof;8.812849;50.304892;500
Weiterstadt-Gräfenhausen Postplatz;8.600147;49.930107;500
Frankfurt (Main) Leuchte;8.757271;50.142796;500
Offenbach (Main)-Buchhügel Hessenring;8.771811;50.09453;500
Seligenstadt Niederfeld;8.974732;50.054441;500
Darmstadt Alexanderstraße/TU;8.660543;49.875771;500
Hanau-Klein-Auheim Maindamm;8.923494;50.101948;500
Wehrheim Saalburg/Lochmühle Bahnhof;8.587445;50.283345;500
Bad Soden (Taunus)-Neuenhain Karl-Thumser-Platz;8.491594;50.154502;500
Nierstein, Bahnhof;8.342868;49.872345;500
Offenbach (Main)-Bieberer Berg Heusenstammer Weg;8.790252;50.097599;500
Erlensee-Langendiebach Rathaus;8.980498;50.162498;500
Offenbach (Main)-Buchrain Buchrainweg;8.745845;50.093285;500
Frankfurt (Main) Adam-Opel-Straße;8.755479;50.123774;500
Steinbach (Taunus) St.-Avertin-Platz;8.576928;50.166491;500
Karben-Petterweil Alte Heerstraße;8.714882;50.241943;500
Mühlheim (Main) Am Anger;8.824536;50.122303;500
Kronberg (Taunus)-Oberhöchstadt Waldsiedlung;8.556653;50.184886;500
Bad Vilbel-Massenheim Hainstraße;8.723778;50.191898;500
Dreieich-Sprendlingen Rosenaustraße;8.676138;50.018437;500
Kriftel Kapellenstraße;8.462077;50.079395;500
Frankfurt (Main) Güntherstraße;8.645598;50.081501;500
Roßdorf Darmstädter Straße;8.75331;49.860307;500
Frankfurt (Main) Berner Straße/Ben-Gurion-Ring;8.662505;50.192942;500
Darmstadt Herdweg;8.665351;49.865378;500
Darmstadt Windmühle;8.638255;49.883346;500
Groß-Zimmern Friedensschule;8.830401;49.87412;500
Mainz, Kisselberg;8.225536;49.992233;500
Frankfurt (Main) Carl-Benz-Straße Süd;8.761095;50.116373;500
Neu-Isenburg Wilhelm-Leuschner-Straße;8.683157;50.052288;500
Eschborn Alfred-Herrhausen-Allee;8.572791;50.135208;500
Frankfurt (Main) Bodenseestraße;8.765238;50.12418;500
Kronberg (Taunus) Opel-Zoo;8.483698;50.184108;500
Frankfurt (Main) Im Wörth;8.659125;50.158059;500
Bad Homburg v.d.H.-Ober-Erlenbach Schmaler Weg;8.681325;50.224631;500
Heusenstamm Wildhofer Straße;8.791013;50.058928;500
Darmstadt Kopernikusplatz;8.661833;49.878189;500
Lollar-Odenhausen Friedelhausen Bf;8.710989;50.671932;500
Mainz, Fr.-v.-Pfeiffer-Weg;8.236183;49.99438;500
Eschborn West;8.553027;50.14647;500
Frankfurt (Main) Rauschenberger Straße;8.668181;50.153738;500
Bad Homburg v.d.H. Nesselbornfeld;8.59391;50.24282;500
Groß-Gerau-Dornberg Bahnhof Ostseite;8.495531;49.911934;500
Mainz, Gonsenheim Bahnhof;8.214159;49.998281;500
Hainburg-Klein-Krotzenburg Rathaus;;;500
Frankfurt (Main) Holbein-Schule;8.679906;50.099199;500
Langen (Hessen) Ludwig-Erk-Schule;8.668511;49.990177;500
Waldsolms-Brandoberndorf;8.493074;50.43174;500
Bad Homburg v.d.H. Ritter-von Marx-Brücke;8.608367;50.230386;500
Bebra Bahnhof;9.797788;50.969568;500
Heusenstamm Feldbergstraße;8.786665;50.048986;500
Offenbach (Main)-Lauterborn Odenwaldring;8.750836;50.090671;500
Hochheim (Main) Antoniushaus;8.345495;50.012689;500
Bad Homburg v.d.H.-Kirdorf Bürgerhaus Kirdorf;8.604077;50.239852;500
Frankfurt (Main) Nordring/Vilbeler Landstr.;8.745549;50.157178;500
Wiesbaden Gneisenaustraße;8.224884;50.080302;500
Ginsheim-Gustavsburg-Ginsheim Friedr.-Ebert-Platz;8.344384;49.967105;500
Eschborn Mergenthalerallee;8.567687;50.135032;500
Zornheim, Konrad-Adenauer-Str.;8.224723;49.890958;500
Hannover Hauptbahnhof;9.741452;52.377286;500
Frankfurt (Main) Schlitzer Straße;8.744633;50.132008;500
Offenbach (Main)-Rumpenheim Kurhessenstraße;8.795685;50.128256;500
Mainhausen-Zellhausen Wiesenstraße;8.993814;50.016642;500
Maintal-Dörnigheim Siemensschule;8.830372;50.134947;500
Kelsterbach Mainblick;8.523674;50.06117;500
Frankfurt (Main) Paul-Hindemith-Anlage;8.682351;50.126555;500
Frankfurt (Main) Glogauer Straße;8.665156;50.19227;500
Offenbach (Main)-Bürgel Bildstockstraße;8.782663;50.113026;500
Hainburg-Klein-Krotzenburg Platz der Republik;8.965816;50.073221;500
Erlensee-Rückingen Langstraße;8.987783;50.158817;500
Darmstadt Goethestraße;8.654149;49.863174;500
Wiesbaden Loreleiring;8.220691;50.07739;500
Frankfurt (Main) Main-Neckar-Brücke;8.654541;50.096956;500
Frankfurt (Main) Eppsteiner Straße;8.667781;50.120468;500
Oberursel (Taunus) Feldbergschule;8.576331;50.198472;400
Maintal-Hochstadt Konrad-Höhl-Straße;8.841325;50.157847;400
Offenbach (Main)-Lindenfeld BÜ Bieberer Straße;8.777388;50.101895;400
Hanau Otto-Hahn-Schule;8.893124;50.138222;400
Wiesbaden Ringkirche;8.230071;50.077222;400
Hanau-Wolfgang James-Cook-Straße;8.953445;50.126439;400
Neu-Isenburg AirPlus/Dornhofstraße;8.686287;50.045486;400
Wiesbaden Schiersteiner Straße;8.231258;50.074087;400
Wiesbaden Waldstraße;8.223412;50.067647;400
Büttelborn Schwemmstraße;8.517228;49.899449;400
Bad Nauheim Aliceplatz;8.738185;50.365464;400
Wiesbaden-Mainz-Kostheim Mainbrücke;8.308244;50.000591;400
Mörfelden-Walldorf-Mörfelden Bürgerm.-Klingler-Straße;8.558347;49.976185;400
Frankfurt (Main) Wöhlerstraße;8.665875;50.117091;400
Kriftel Kaufmännische Berufsschulen;8.462649;50.078246;400
Bürstadt, Bahnhof;8.458497;49.645506;400
Mainz, Gonsenheim;8.214151;49.998231;400
Usingen-Wilhelmsdorf Bahnhof;8.48106;50.349996;400
Offenbach (Main)-Buchhügel Ketteler Krankenhaus;8.783351;50.096791;400
Nauheim Waldstraße;8.457952;49.951881;400
Wiesbaden Bleichstraße/Bismarckring;8.230684;50.080574;400
Oppenheim, Bahnhof;8.358561;49.857112;400
Oberursel (Taunus)-Oberstedten Seniorenwohnanlage;8.574413;50.226757;400
Darmstadt-Eberstadt Katharinenstraße;8.644606;49.824616;400
Frankfurt (Main) Lessing-Gymnasium;8.673093;50.124888;400
Maintal-Dörnigheim Maintal-Halle;8.845178;50.136725;400
Nieder-Olm, Bahnhof;8.204787;49.90537;400
Mainz, Goethestraße;8.251215;50.009591;400
Offenbach (Main)-Westend Max Willner Platz;8.744259;50.104992;400
